"ELEMENT","Axis_0","Axis_1","ENDW_CWE","ENDW_RICHNESS","ENDW_SINGLE","ENDW_WE","PD","PD_P","PD_P_per_taxon","PD_per_taxon","PE_WE","PE_WE_P","PHYLO_RPD1","PHYLO_RPD2","PHYLO_RPD_DIFF1","PHYLO_RPD_DIFF2","PHYLO_RPD_NULL1","PHYLO_RPD_NULL2","PHYLO_RPE1","PHYLO_RPE2","PHYLO_RPE_DIFF1","PHYLO_RPE_DIFF2","PHYLO_RPE_NULL1","PHYLO_RPE_NULL2","ELEMENT.1","Axis_0.1","Axis_1.1","C_ENDW_CWE","C_ENDW_RICHNESS","C_ENDW_SINGLE","C_ENDW_WE","C_PD","C_PD_P","C_PD_P_per_taxon","C_PD_per_taxon","C_PE_WE","C_PE_WE_P","C_PHYLO_RPD1","C_PHYLO_RPD2","C_PHYLO_RPD_DIFF1","C_PHYLO_RPD_DIFF2","C_PHYLO_RPD_NULL1","C_PHYLO_RPD_NULL2","C_PHYLO_RPE1","C_PHYLO_RPE2","C_PHYLO_RPE_DIFF1","C_PHYLO_RPE_DIFF2","C_PHYLO_RPE_NULL1","C_PHYLO_RPE_NULL2","P_ENDW_CWE","P_ENDW_RICHNESS","P_ENDW_SINGLE","P_ENDW_WE","P_PD","P_PD_P","P_PD_P_per_taxon","P_PD_per_taxon","P_PE_WE","P_PE_WE_P","P_PHYLO_RPD1","P_PHYLO_RPD2","P_PHYLO_RPD_DIFF1","P_PHYLO_RPD_DIFF2","P_PHYLO_RPD_NULL1","P_PHYLO_RPD_NULL2","P_PHYLO_RPE1","P_PHYLO_RPE2","P_PHYLO_RPE_DIFF1","P_PHYLO_RPE_DIFF2","P_PHYLO_RPE_NULL1","P_PHYLO_RPE_NULL2","Q_ENDW_CWE","Q_ENDW_RICHNESS","Q_ENDW_SINGLE","Q_ENDW_WE","Q_PD","Q_PD_P","Q_PD_P_per_taxon","Q_PD_per_taxon","Q_PE_WE","Q_PE_WE_P","Q_PHYLO_RPD1","Q_PHYLO_RPD2","Q_PHYLO_RPD_DIFF1","Q_PHYLO_RPD_DIFF2","Q_PHYLO_RPD_NULL1","Q_PHYLO_RPD_NULL2","Q_PHYLO_RPE1","Q_PHYLO_RPE2","Q_PHYLO_RPE_DIFF1","Q_PHYLO_RPE_DIFF2","Q_PHYLO_RPE_NULL1","Q_PHYLO_RPE_NULL2","T_ENDW_CWE","T_ENDW_RICHNESS","T_ENDW_SINGLE","T_ENDW_WE","T_PD","T_PD_P","T_PD_P_per_taxon","T_PD_per_taxon","T_PE_WE_P","T_PHYLO_RPD1","T_PHYLO_RPD2","T_PHYLO_RPD_DIFF1","T_PHYLO_RPD_DIFF2","T_PHYLO_RPD_NULL1","T_PHYLO_RPD_NULL2","T_PHYLO_RPE_NULL1","T_PHYLO_RPE_NULL2","P_PHYLO_RPD1_SIG","P_PHYLO_RPD2_SIG","P_PD_P_SIG","P_PE_WE_P_SIG","P_PD_P_per_taxon_SIG","P_PHYLO_RPE2_SIG","P_PHYLO_RPE1_CANAPE_SIG","P_PHYLO_RPE2_CANAPE_SIG","SP_P"
"910000:7630000",910000,7630000,0.00617739299162145,75,0.463304474371608,0.463304474371608,15.957717,0.204274646308205,0.00272366195077607,0.21276956,0.024323024678401,0.000311358903239486,3.37189349506077,1.04892064235022,11.2251484822294,0.744252457777853,0.0605815831987076,0.194747474747475,0.831984890137951,0.729517853419301,-0.00491191091564328,-0.00901820825290738,0.000374236247473028,0.000426800936783281,"'910000:7630000'",910000,7630000,999,0,999,999,15,15,15,15,831,831,15,11,15,10,0,646,0,0,0,0,999,999,1,0,1,1,0.015015015015015,0.015015015015015,0.015015015015015,0.015015015015015,0.831831831831832,0.831831831831832,0.015015015015015,0.011011011011011,0.015015015015015,0.01001001001001,0,0.646646646646647,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,13,NA,NA,"Sig Low","Sig Low","Sig Low","Not Sig","Sig Low","Very Sig Low","Neo","Neo",0.0605815831987076
"910000:7650000",910000,7650000,0.0057196284034979,147,0.840785375314191,0.840785375314191,23.896982,0.305905133289652,0.00208098730129015,0.162564503401361,0.0406618188135192,0.000520511715828771,2.57626227899721,1.07088430677778,14.6211477051697,1.58179645777791,0.118739903069467,0.285656565656566,0.7664185452265,0.752440913445179,-0.0123925064853322,-0.0133780640356764,0.00067914812222471,0.000691764238929433,"'910000:7650000'",910000,7650000,999,0,999,999,6,6,6,6,683,683,6,54,6,49,0,46,0,0,0,0,999,999,1,0,1,1,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.683683683683684,0.683683683683684,0.00600600600600601,0.0540540540540541,0.00600600600600601,0.049049049049049,0,0.046046046046046,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.118739903069467
"910000:7670000",910000,7670000,0.0070635591363309,232,1.63874571962877,1.63874571962877,29.59144,0.378799858385161,0.00163275801028087,0.127549310344828,0.0563764357966629,0.00072167444017716,2.02135441672771,1.01905396685138,14.9520280516964,0.553291911111263,0.187399030694669,0.371717171717172,0.545193159767165,0.612773749206624,-0.0470299162212889,-0.0356256055271619,0.00132370413540288,0.00117771761781821,"'910000:7670000'",910000,7670000,999,0,999,999,0,0,0,0,563,563,0,4,0,2,0,0,0,0,0,0,999,999,1,0,1,1,0,0,0,0,0.563563563563564,0.563563563563564,0,0.004004004004004,0,0.002002002002002,0,0,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.187399030694669
"910000:7690000",910000,7690000,0.00552891302310208,313,1.73054977623095,1.73054977623095,34.737687,0.444676937527475,0.00142069309114209,0.110983025559105,0.0736599441177689,0.000942920533791857,1.75881804683391,0.996898025706976,14.9871010525041,-0.108090706666517,0.252827140549273,0.446060606060606,0.67454611064509,0.781550889108706,-0.0355393277412379,-0.0205884856956396,0.00139785926997653,0.00120647362434349,"'910000:7690000'",910000,7690000,998,0,998,998,0,0,0,0,607,607,0,0,0,0,0,0,0,6,0,5,998,997,0.998998998998999,0,0.998998998998999,0.998998998998999,0,0,0,0,0.607607607607608,0.607607607607608,0,0,0,0,0,0,0,0.00600600600600601,0,0.00500500500500501,0.998998998998999,0.997997997997998,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.252827140549273
"910000:7710000",910000,7710000,0.00526652055585056,43,0.226460383901574,0.226460383901574,11.861526,0.151839328164899,0.00353114716662555,0.275849441860465,0.0157259094756095,0.000201307279481455,4.37156019228243,1.1353544930759,9.14818671647821,1.41410532888895,0.0347334410339257,0.133737373737374,1.10049452228412,0.883696335792036,0.00143605236394508,-0.00206969387666052,0.000182924381180593,0.000227801419252269,"'910000:7710000'",910000,7710000,999,0,999,999,82,82,82,82,764,764,82,72,82,73,0,633,0,0,0,0,999,999,1,0,1,1,0.0820820820820821,0.0820820820820821,0.0820820820820821,0.0820820820820821,0.764764764764765,0.764764764764765,0.0820820820820821,0.0720720720720721,0.0820820820820821,0.0730730730730731,0,0.633633633633634,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,28,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Very Sig Low","Neo","Neo",0.0347334410339257
"910000:7730000",910000,7730000,0.00323053872279225,227,0.733332290073842,0.733332290073842,31.3698090000001,0.401564750034793,0.00176900770940437,0.138192991189428,0.0450255669267205,0.00057637203108579,2.19003154424261,1.04618184877485,17.0459016195478,1.38476477777799,0.183360258481422,0.383838383838384,0.973022167634755,0.816763226810986,-0.00124837052752035,-0.0101012623044641,0.000592352415245429,0.000705678233502514,"'910000:7730000'",910000,7730000,712,0,712,712,14,14,14,14,6,6,14,33,14,30,0,274,27,4,27,6,712,659,0.712712712712713,0,0.712712712712713,0.712712712712713,0.014014014014014,0.014014014014014,0.014014014014014,0.014014014014014,0.00600600600600601,0.00600600600600601,0.014014014014014,0.033033033033033,0.014014014014014,0.03003003003003,0,0.274274274274274,0.027027027027027,0.004004004004004,0.027027027027027,0.00600600600600601,0.712712712712713,0.65965965965966,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,12,NA,NA,"Sig Low","Not Sig","Sig Low","Very Sig Low","Sig Low","Very Sig Low","Not Sig","Not Sig",0.183360258481422
"910000:7750000",910000,7750000,0.00256304525954509,125,0.320380657443136,0.320380657443136,23.388119,0.299391180864983,0.00239512944691987,0.187104952,0.0334983495863531,0.000428812186208145,2.96517025528679,1.1932257208387,15.5005048037157,3.78736904000012,0.100969305331179,0.250909090909091,1.65699605825894,1.12021528720976,0.013282037411446,0.00359485695522583,0.00025878889938864,0.000382794442375656,"'910000:7750000'",910000,7750000,597,0,597,597,138,138,138,138,443,443,138,539,138,460,0,5,363,616,383,615,597,293,0.597597597597598,0,0.597597597597598,0.597597597597598,0.138138138138138,0.138138138138138,0.138138138138138,0.138138138138138,0.443443443443443,0.443443443443443,0.138138138138138,0.53953953953954,0.138138138138138,0.46046046046046,0,0.00500500500500501,0.363363363363363,0.616616616616617,0.383383383383383,0.615615615615616,0.597597597597598,0.293293293293293,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.100969305331179
"910000:7770000",910000,7770000,0.00307934733854239,333,1.02542266373462,1.02542266373462,38.9290380000001,0.498330398300001,0.00149648768258259,0.116904018018018,0.069265036081405,0.000886661340532237,1.85265175103724,1.06600495746975,17.9164337810987,2.41041045777805,0.268982229402262,0.467474747474747,1.07047247774016,0.997869734902295,0.00455992920408641,-0.000147867886653532,0.000828289712225054,0.000888554196524512,"'910000:7770000'",910000,7770000,127,0,127,127,10,10,10,10,82,82,10,183,10,162,0,1,483,513,459,516,127,27,0.127127127127127,0,0.127127127127127,0.127127127127127,0.01001001001001,0.01001001001001,0.01001001001001,0.01001001001001,0.0820820820820821,0.0820820820820821,0.01001001001001,0.183183183183183,0.01001001001001,0.162162162162162,0,0.001001001001001,0.483483483483483,0.513513513513513,0.459459459459459,0.516516516516517,0.127127127127127,0.027027027027027,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Sig Low","Not Sig","Sig Low","Not Sig","Sig Low","Not Sig","Not Sig","Not Sig",0.268982229402262
"910000:7790000",910000,7790000,0.00263652306171606,255,0.672313380737595,0.672313380737595,34.150473,0.437160014388832,0.00171435299760326,0.133923423529412,0.0518874113139067,0.000664210462812234,2.12236901103284,1.06808591866965,18.05974003958,2.17694689777794,0.205977382875606,0.409292929292929,1.22307926113178,0.93912763343405,0.00946382278384483,-0.00336323776365606,0.000543064120143453,0.000707263250665361,"'910000:7790000'",910000,7790000,52,0,52,52,45,45,45,45,25,25,45,110,45,104,0,158,500,168,414,192,52,119,0.0520520520520521,0,0.0520520520520521,0.0520520520520521,0.045045045045045,0.045045045045045,0.045045045045045,0.045045045045045,0.025025025025025,0.025025025025025,0.045045045045045,0.11011011011011,0.045045045045045,0.104104104104104,0,0.158158158158158,0.500500500500501,0.168168168168168,0.414414414414414,0.192192192192192,0.0520520520520521,0.119119119119119,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,22,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.205977382875606
"910000:7810000",910000,7810000,0.0028173969969446,261,0.735340616202541,0.735340616202541,34.555399,0.44234346985624,0.001694802566499,0.132396164750958,0.0519069744969492,0.000664460891009241,2.09816557732577,1.07862077625044,18.0860605581584,2.51874648888905,0.210823909531502,0.41010101010101,1.11866877055906,0.915663565416973,0.00550630982924031,-0.00478084891045249,0.000593974649598176,0.000725660511245372,"'910000:7810000'",910000,7810000,168,0,168,168,52,52,52,52,15,15,52,191,52,180,0,42,243,110,203,134,168,110,0.168168168168168,0,0.168168168168168,0.168168168168168,0.0520520520520521,0.0520520520520521,0.0520520520520521,0.0520520520520521,0.015015015015015,0.015015015015015,0.0520520520520521,0.191191191191191,0.0520520520520521,0.18018018018018,0,0.042042042042042,0.243243243243243,0.11011011011011,0.203203203203203,0.134134134134134,0.168168168168168,0.11011011011011,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Not Sig","Not Sig","Not Sig","Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.210823909531502
"910000:7830000",910000,7830000,0.002315644992384,140,0.32419029893376,0.32419029893376,23.233914,0.297417203520106,0.00212440859657219,0.165956528571429,0.0321800964218293,0.000411937234802016,2.63001784255637,1.05308666482441,14.3997861001616,1.17123409333346,0.113085621970921,0.282424242424242,1.57308315011948,0.960609239818777,0.0117233923884887,-0.00131957762659045,0.000261866154227593,0.000428829140639673,"'910000:7830000'",910000,7830000,236,0,236,236,6,6,6,6,44,44,6,17,6,17,0,187,365,99,227,104,236,381,0.236236236236236,0,0.236236236236236,0.236236236236236,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.044044044044044,0.044044044044044,0.00600600600600601,0.017017017017017,0.00600600600600601,0.017017017017017,0,0.187187187187187,0.365365365365365,0.0990990990990991,0.227227227227227,0.104104104104104,0.236236236236236,0.381381381381381,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,16,NA,NA,"Very Sig Low","Sig Low","Very Sig Low","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig",0.113085621970921
"930000:7630000",930000,7630000,0.00528070712611077,198,1.04558001096993,1.04558001096993,25.29801,0.323839684903012,0.00163555396415663,0.127767727272727,0.0416757931596364,0.000533491595777682,2.0248158076259,0.95644775672429,12.8040291130857,-1.15195532444429,0.159935379644588,0.338585858585859,0.631671023396949,0.657290756732381,-0.0243012607433838,-0.0217296217693991,0.000844571899006408,0.000811652362844492,"'930000:7630000'",930000,7630000,998,0,998,998,0,0,0,0,19,19,0,0,0,0,0,3,0,0,0,0,998,998,0.998998998998999,0,0.998998998998999,0.998998998998999,0,0,0,0,0.019019019019019,0.019019019019019,0,0,0,0,0,0.003003003003003,0,0,0,0,0.998998998998999,0.998998998998999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Sig Low","Very Sig Low","Very Sig Low","Neo","Neo",0.159935379644588
"930000:7650000",930000,7650000,0.0043206907745921,240,1.0369657859021,1.0369657859021,31.4522910000001,0.402620601656725,0.00167758584023636,0.1310512125,0.0560358532159873,0.00071731464446163,2.07685127021261,1.06462178322692,16.3080717431342,1.90913164000021,0.193861066235864,0.378181818181818,0.856378813955713,0.822545813986441,-0.00939763521555295,-0.0120890490850911,0.000837613720437887,0.000872066494369703,"'930000:7650000'",930000,7650000,981,0,981,981,1,1,1,1,396,396,1,80,1,66,0,0,6,6,6,6,981,979,0.981981981981982,0,0.981981981981982,0.981981981981982,0.001001001001001,0.001001001001001,0.001001001001001,0.001001001001001,0.396396396396396,0.396396396396396,0.001001001001001,0.0800800800800801,0.001001001001001,0.0660660660660661,0,0,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.981981981981982,0.97997997997998,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.193861066235864
"930000:7670000",930000,7670000,0.00542986631396616,305,1.65610922575968,1.65610922575968,34.2398460000001,0.438304077663329,0.00143706254971583,0.112261790163935,0.0631931823798578,0.000808935575166256,1.7790834365482,1.01099961995968,14.9940673610664,0.372527631111323,0.246365105008078,0.433535353535354,0.604707845641305,0.667272677881954,-0.0413088227377376,-0.0315105039458653,0.0013377295846201,0.0012123013604183,"'930000:7670000'",930000,7670000,999,0,999,999,0,0,0,0,84,84,0,7,0,7,0,0,0,0,0,0,999,999,1,0,1,1,0,0,0,0,0.0840840840840841,0.0840840840840841,0,0.00700700700700701,0,0.00700700700700701,0,0,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.246365105008078
"930000:7690000",930000,7690000,0.00454937595449467,233,1.06000459739726,1.06000459739726,31.0067240000001,0.396916900975004,0.00170350601276826,0.133076068669528,0.0491052747280882,0.000628596347895345,2.10894044380711,1.05631110743348,16.3042111381261,1.65294386666687,0.188206785137318,0.375757575757576,0.734149908977037,0.746389063359851,-0.0177819837563695,-0.0166851784533157,0.000856223422776459,0.000842183224209817,"'930000:7690000'",930000,7690000,991,0,991,991,3,3,3,3,55,55,3,48,3,44,0,3,1,1,1,2,991,984,0.991991991991992,0,0.991991991991992,0.991991991991992,0.003003003003003,0.003003003003003,0.003003003003003,0.003003003003003,0.0550550550550551,0.0550550550550551,0.003003003003003,0.048048048048048,0.003003003003003,0.044044044044044,0,0.003003003003003,0.001001001001001,0.001001001001001,0.001001001001001,0.002002002002002,0.991991991991992,0.984984984984985,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.188206785137318
"930000:7710000",930000,7710000,0.00370066926989789,258,0.954772671633656,0.954772671633656,31.9124060000001,0.4085105312053,0.00158337415195853,0.123691496124031,0.0487446960134793,0.000623980581780869,1.96021720012466,1.04664965293283,15.6323702988693,1.42235050666687,0.208400646203554,0.39030303030303,0.809080510152178,0.767228349370139,-0.0115023318185359,-0.0147887957474764,0.000771221867232355,0.000813291873655516,"'930000:7710000'",930000,7710000,884,0,884,884,0,0,0,0,2,2,0,48,0,41,0,0,3,3,5,7,884,755,0.884884884884885,0,0.884884884884885,0.884884884884885,0,0,0,0,0.002002002002002,0.002002002002002,0,0.048048048048048,0,0.041041041041041,0,0,0.003003003003003,0.003003003003003,0.00500500500500501,0.00700700700700701,0.884884884884885,0.755755755755756,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig",0.208400646203554
"930000:7730000",930000,7730000,0.00303998808241931,218,0.66271740196741,0.66271740196741,29.984075,0.383825976830125,0.00176066961848681,0.137541628440367,0.0448182966921019,0.000573718765968548,2.17970898768667,1.05669554244111,16.2280758416802,1.60875420444457,0.176090468497577,0.363232323232323,1.07174465339299,0.884072747444879,0.0030002231890396,-0.0058769620653187,0.000535312925660267,0.000648949724586232,"'930000:7730000'",930000,7730000,586,0,586,586,1,1,1,1,16,16,1,54,1,51,0,7,81,52,71,64,586,404,0.586586586586587,0,0.586586586586587,0.586586586586587,0.001001001001001,0.001001001001001,0.001001001001001,0.001001001001001,0.016016016016016,0.016016016016016,0.001001001001001,0.0540540540540541,0.001001001001001,0.0510510510510511,0,0.00700700700700701,0.0810810810810811,0.0520520520520521,0.0710710710710711,0.0640640640640641,0.586586586586587,0.404404404404404,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Sig Low","Very Sig Low","Not Sig","Not Sig","Not Sig",0.176090468497577
"930000:7750000",930000,7750000,0.00287837042892663,198,0.569917344927473,0.569917344927473,29.96298,0.383555939852788,0.00193715121137772,0.151328181818182,0.0446817889166249,0.000571971330696078,2.39819319968562,1.08491537272646,17.4689991130857,2.34517611111123,0.159935379644588,0.353535353535354,1.24246175994496,0.932177764445373,0.00871948379215622,-0.00325090227260303,0.000460353267308137,0.00061358611255482,"'930000:7750000'",930000,7750000,513,0,513,513,75,75,75,75,125,125,75,115,75,113,0,296,210,108,187,107,513,587,0.513513513513513,0,0.513513513513513,0.513513513513513,0.0750750750750751,0.0750750750750751,0.0750750750750751,0.0750750750750751,0.125125125125125,0.125125125125125,0.0750750750750751,0.115115115115115,0.0750750750750751,0.113113113113113,0,0.296296296296296,0.21021021021021,0.108108108108108,0.187187187187187,0.107107107107107,0.513513513513513,0.587587587587588,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,24,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.159935379644588
"930000:7770000",930000,7770000,0.00660464578691256,212,1.40018490682546,1.40018490682546,30.47573,0.390119649742777,0.00184018702708857,0.143753443396227,0.0556202299247694,0.000711994253029009,2.27815153953565,1.14130748594961,17.0983363231019,3.77325904000018,0.17124394184168,0.341818181818182,0.629523201509405,0.689621128215258,-0.0327327168632267,-0.025033084843464,0.00113100557901895,0.0010324426324809,"'930000:7770000'",930000,7770000,999,0,999,999,28,28,28,28,785,785,28,567,28,463,0,0,0,0,0,0,999,999,1,0,1,1,0.028028028028028,0.028028028028028,0.028028028028028,0.028028028028028,0.785785785785786,0.785785785785786,0.028028028028028,0.567567567567568,0.028028028028028,0.463463463463463,0,0,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Very Sig Low","Neo","Neo",0.17124394184168
"930000:7810000",930000,7810000,0.00246187691470952,33,0.0812419381854141,0.0812419381854141,11.265615,0.144211074777765,0.00437003256902317,0.341382272727272,0.0139133124176052,0.000178104234652229,5.41010032045068,1.23502564039781,9.18328485218093,2.14384891555558,0.0266558966074313,0.116767676767677,2.71402981544138,1.10710084331533,0.00878687189788582,0.00134597268372845,6.5623536498719e-05,0.000160874445835374,"'930000:7810000'",930000,7810000,999,0,999,999,424,424,424,424,881,881,424,231,424,258,0,873,0,87,295,128,999,999,1,0,1,1,0.424424424424424,0.424424424424424,0.424424424424424,0.424424424424424,0.881881881881882,0.881881881881882,0.424424424424424,0.231231231231231,0.424424424424424,0.258258258258258,0,0.873873873873874,0,0.0870870870870871,0.295295295295295,0.128128128128128,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,13,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Neo","Mixed",0.0266558966074313
"930000:7830000",930000,7830000,0.0025414106937164,265,0.673473833834845,0.673473833834845,34.122201,0.436798104674528,0.00164829473462086,0.12876302264151,0.0507082559380786,0.000649116101423339,2.04058888146062,1.08541697697737,17.4004589038773,2.68524937333351,0.2140549273021,0.402424242424242,1.1932248785172,0.968270845933052,0.00821144175742471,-0.00166165290619186,0.000544001481288243,0.00067038691100715,"'930000:7830000'",930000,7830000,16,0,16,16,8,8,8,8,2,2,8,252,8,213,0,0,456,300,357,321,16,1,0.016016016016016,0,0.016016016016016,0.016016016016016,0.00800800800800801,0.00800800800800801,0.00800800800800801,0.00800800800800801,0.002002002002002,0.002002002002002,0.00800800800800801,0.252252252252252,0.00800800800800801,0.213213213213213,0,0,0.456456456456456,0.3003003003003,0.357357357357357,0.321321321321321,0.016016016016016,0.001001001001001,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig","Not Sig",0.2140549273021
"950000:7630000",950000,7630000,0.00658216765920526,64,0.421258730189137,0.421258730189137,14.755042,0.188879210341474,0.00295123766158552,0.23054753125,0.0209999000348291,0.000268819603212814,3.65363222504288,1.18950647734134,10.7165835315024,2.35070265333338,0.0516962843295638,0.158787878787879,0.790010140865316,0.786647531254484,-0.00558191068955912,-0.00569553750292064,0.000340273610815135,0.000341728147019189,"'950000:7630000'",950000,7630000,999,0,999,999,36,36,36,36,784,784,36,228,36,183,0,21,0,0,0,0,999,999,1,0,1,1,0.036036036036036,0.036036036036036,0.036036036036036,0.036036036036036,0.784784784784785,0.784784784784785,0.036036036036036,0.228228228228228,0.036036036036036,0.183183183183183,0,0.021021021021021,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Very Sig Low","Neo","Neo",0.0516962843295638
"950000:7670000",950000,7670000,0.00552206830793813,91,0.50250821602237,0.50250821602237,16.082384,0.205870507879839,0.00226231327340482,0.176729494505494,0.0238542608194665,0.000305358259695933,2.80074383247517,0.955965303944842,10.340200865105,-0.740803968888817,0.0735056542810986,0.215353535353535,0.752293223175351,0.651134237506187,-0.00785446668811379,-0.0127806747213633,0.000405903243959911,0.000468963605516184,"'950000:7670000'",950000,7670000,999,0,999,999,0,0,0,0,157,157,0,0,0,0,0,315,0,0,0,0,999,999,1,0,1,1,0,0,0,0,0.157157157157157,0.157157157157157,0,0,0,0,0,0.315315315315315,0,0,0,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,19,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.0735056542810986
